,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
330,LP002377,Female,No,1,Graduate,Yes,8624,0,150,360,1,Semiurban,Y
331,LP002379,Male,No,0,Graduate,No,6500,0,105,360,0,Rural,N
332,LP002386,Male,No,0,Graduate,,12876,0,405,360,1,Semiurban,Y
333,LP002387,Male,Yes,0,Graduate,No,2425,2340,143,360,1,Semiurban,Y
334,LP002390,Male,No,0,Graduate,No,3750,0,100,360,1,Urban,Y
335,LP002398,Male,No,0,Graduate,No,1926,1851,50,360,1,Semiurban,Y
336,LP002403,Male,No,0,Graduate,Yes,10416,0,187,360,0,Urban,N
337,LP002407,Female,Yes,0,Not Graduate,Yes,7142,0,138,360,1,Rural,Y
338,LP002408,Male,No,0,Graduate,No,3660,5064,187,360,1,Semiurban,Y
339,LP002409,Male,Yes,0,Graduate,No,7901,1833,180,360,1,Rural,Y
340,LP002422,Male,No,1,Graduate,No,37719,0,152,360,1,Semiurban,Y
341,LP002429,Male,Yes,1,Graduate,Yes,3466,1210,130,360,1,Rural,Y
342,LP002434,Male,Yes,2,Not Graduate,No,4652,0,110,360,1,Rural,Y
343,LP002435,Male,Yes,0,Graduate,,3539,1376,55,360,1,Rural,N
344,LP002443,Male,Yes,2,Graduate,No,3340,1710,150,360,0,Rural,N
345,LP002446,Male,Yes,2,Not Graduate,No,2309,1255,125,360,0,Rural,N
346,LP002448,Male,Yes,0,Graduate,No,3948,1733,149,360,0,Rural,N
347,LP002449,Male,Yes,0,Graduate,No,2483,2466,90,180,0,Rural,Y
348,LP002453,Male,No,0,Graduate,Yes,7085,0,84,360,1,Semiurban,Y
349,LP002455,Male,Yes,2,Graduate,No,3859,0,96,360,1,Semiurban,Y
350,LP002459,Male,Yes,0,Graduate,No,4301,0,118,360,1,Urban,Y
351,LP002467,Male,Yes,0,Graduate,No,3708,2569,173,360,1,Urban,N
352,LP002472,Male,No,2,Graduate,No,4354,0,136,360,1,Rural,Y
353,LP002473,Male,Yes,0,Graduate,No,8334,0,160,360,1,Semiurban,N
354,LP002487,Male,Yes,0,Graduate,No,3015,2188,153,360,1,Rural,Y
355,LP002489,Female,No,1,Not Graduate,,5191,0,132,360,1,Semiurban,Y
356,LP002493,Male,No,0,Graduate,No,4166,0,98,360,0,Semiurban,N
357,LP002494,Male,No,0,Graduate,No,6000,0,140,360,1,Rural,Y
358,LP002501,Not define,Yes,0,Graduate,No,16692,0,110,360,1,Semiurban,Y
359,LP002502,Female,Yes,2,Not Graduate,,210,2917,98,360,1,Semiurban,Y
360,LP002505,Male,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,N
361,LP002515,Male,Yes,1,Graduate,Yes,3450,2079,162,360,1,Semiurban,Y
362,LP002517,Male,Yes,1,Not Graduate,No,2653,1500,113,180,0,Rural,N
363,LP002524,Male,No,2,Graduate,No,5532,4648,162,360,1,Rural,Y
364,LP002527,Male,Yes,2,Graduate,Yes,16525,1014,150,360,1,Rural,Y
365,LP002529,Male,Yes,2,Graduate,No,6700,1750,230,300,1,Semiurban,Y
366,LP002530,Not define,Yes,2,Graduate,No,2873,1872,132,360,0,Semiurban,N
367,LP002531,Male,Yes,1,Graduate,Yes,16667,2250,86,360,1,Semiurban,Y
368,LP002534,Female,No,0,Not Graduate,No,4350,0,154,360,1,Rural,Y
369,LP002537,Male,Yes,0,Graduate,No,2083,3150,128,360,1,Semiurban,Y
370,LP002541,Male,Yes,0,Graduate,No,10833,0,234,360,1,Semiurban,Y
371,LP002543,Male,Yes,2,Graduate,No,8333,0,246,360,1,Semiurban,Y
372,LP002544,Male,Yes,1,Not Graduate,No,1958,2436,131,360,1,Rural,Y
373,LP002545,Male,No,2,Graduate,No,3547,0,80,360,0,Rural,N
374,LP002547,Male,Yes,1,Graduate,No,18333,0,500,360,1,Urban,N
375,LP002555,Male,Yes,2,Graduate,Yes,4583,2083,160,360,1,Semiurban,Y
376,LP002556,Male,No,0,Graduate,No,2435,0,75,360,1,Urban,N
377,LP002571,Male,No,0,Not Graduate,No,3691,0,110,360,1,Rural,Y
378,LP002582,Female,No,0,Not Graduate,Yes,17263,0,225,360,1,Semiurban,Y
379,LP002585,Male,Yes,0,Graduate,No,3597,2157,119,360,0,Rural,N
380,LP002586,Female,Yes,1,Graduate,No,3326,913,105,84,1,Semiurban,Y
381,LP002587,Male,Yes,0,Not Graduate,No,2600,1700,107,360,1,Rural,Y
382,LP002600,Male,Yes,1,Graduate,Yes,2895,0,95,360,1,Semiurban,Y
383,LP002602,Male,No,0,Graduate,No,6283,4416,209,360,0,Rural,N
384,LP002603,Female,No,0,Graduate,No,645,3683,113,480,1,Rural,Y
385,LP002606,Female,No,0,Graduate,No,3159,0,100,360,1,Semiurban,Y
386,LP002615,Male,Yes,2,Graduate,No,4865,5624,208,360,1,Semiurban,Y
387,LP002619,Male,Yes,0,Not Graduate,No,3814,1483,124,300,1,Semiurban,Y
388,LP002622,Male,Yes,2,Graduate,No,3510,4416,243,360,1,Rural,Y
389,LP002625,Not define,No,0,Graduate,No,3583,0,96,360,1,Urban,N
390,LP002626,Male,Yes,0,Graduate,Yes,2479,3013,188,360,1,Urban,Y
391,LP002634,Female,No,1,Graduate,No,13262,0,40,360,1,Urban,Y
392,LP002637,Male,No,0,Not Graduate,No,3598,1287,100,360,1,Rural,N
393,LP002640,Male,Yes,1,Graduate,No,6065,2004,250,360,1,Semiurban,Y
394,LP002643,Male,Yes,2,Graduate,No,3283,2035,148,360,1,Urban,Y
395,LP002648,Male,Yes,0,Graduate,No,2130,6666,70,180,1,Semiurban,N
396,LP002652,Male,No,0,Graduate,No,5815,3666,311,360,1,Rural,N
397,LP002670,Female,Yes,2,Graduate,No,2031,1632,113,480,1,Semiurban,Y
398,LP002683,Male,No,0,Graduate,No,4683,1915,185,360,1,Semiurban,N
399,LP002684,Female,No,0,Not Graduate,No,3400,0,95,360,1,Rural,N
400,LP002689,Male,Yes,2,Not Graduate,No,2192,1742,45,360,1,Semiurban,Y
401,LP002690,Male,No,0,Graduate,No,2500,0,55,360,1,Semiurban,Y
402,LP002693,Male,Yes,2,Graduate,Yes,7948,7166,480,360,1,Rural,Y
403,LP002699,Male,Yes,2,Graduate,Yes,17500,0,400,360,1,Rural,Y
404,LP002705,Male,Yes,0,Graduate,No,3775,0,110,360,1,Semiurban,Y
405,LP002706,Male,Yes,1,Not Graduate,No,5285,1430,161,360,0,Semiurban,Y
406,LP002714,Male,No,1,Not Graduate,No,2679,1302,94,360,1,Semiurban,Y
407,LP002716,Male,No,0,Not Graduate,No,6783,0,130,360,1,Semiurban,Y
408,LP002723,Male,No,2,Graduate,No,3588,0,110,360,0,Rural,N
409,LP002731,Female,No,0,Not Graduate,Yes,18165,0,125,360,1,Urban,Y
410,LP002732,Male,No,0,Not Graduate,,2550,2042,126,360,1,Rural,Y
411,LP002734,Male,Yes,0,Graduate,No,6133,3906,324,360,1,Urban,Y
412,LP002738,Male,No,2,Graduate,No,3617,0,107,360,1,Semiurban,Y
413,LP002739,Male,Yes,0,Not Graduate,No,2917,536,66,360,1,Rural,N
414,LP002741,Female,Yes,1,Graduate,No,4608,2845,140,180,1,Semiurban,Y
415,LP002743,Female,No,0,Graduate,No,2138,0,99,360,0,Semiurban,N
416,LP002753,Female,No,1,Graduate,,3652,0,95,360,1,Semiurban,Y
417,LP002755,Male,Yes,1,Not Graduate,No,2239,2524,128,360,1,Urban,Y
418,LP002767,Male,Yes,0,Graduate,No,2768,1950,155,360,1,Rural,Y
419,LP002768,Male,No,0,Not Graduate,No,3358,0,80,36,1,Semiurban,N
420,LP002772,Male,No,0,Graduate,No,2526,1783,145,360,1,Rural,Y
421,LP002776,Female,No,0,Graduate,No,5000,0,103,360,0,Semiurban,N
422,LP002777,Male,Yes,0,Graduate,No,2785,2016,110,360,1,Rural,Y
423,LP002785,Male,Yes,1,Graduate,No,3333,3250,158,360,1,Urban,Y
424,LP002788,Male,Yes,0,Not Graduate,No,2454,2333,181,360,0,Urban,N
425,LP002789,Male,Yes,0,Graduate,No,3593,4266,132,180,0,Rural,N
426,LP002792,Male,Yes,1,Graduate,No,5468,1032,26,360,1,Semiurban,Y
427,LP002798,Male,Yes,0,Graduate,No,3887,2669,162,360,1,Semiurban,Y
428,LP002804,Female,Yes,0,Graduate,No,4180,2306,182,360,1,Semiurban,Y
429,LP002807,Male,Yes,2,Not Graduate,No,3675,242,108,360,1,Semiurban,Y
430,LP002813,Female,Yes,1,Graduate,Yes,19484,0,600,360,1,Semiurban,Y
431,LP002820,Male,Yes,0,Graduate,No,5923,2054,211,360,1,Rural,Y
432,LP002821,Male,No,0,Not Graduate,Yes,5800,0,132,360,1,Semiurban,Y
433,LP002832,Male,Yes,2,Graduate,No,8799,0,258,360,0,Urban,N
434,LP002836,Male,No,0,Graduate,No,3333,0,70,360,1,Urban,Y
435,LP002840,Female,No,0,Graduate,No,2378,0,9,360,1,Urban,N
436,LP002841,Male,Yes,0,Graduate,No,3166,2064,104,360,0,Urban,N
437,LP002842,Male,Yes,1,Graduate,No,3417,1750,186,360,1,Urban,Y
438,LP002855,Male,Yes,2,Graduate,No,16666,0,275,360,1,Urban,Y
439,LP002862,Male,Yes,2,Not Graduate,No,6125,1625,187,480,1,Semiurban,N
440,LP002868,Male,Yes,2,Graduate,No,3159,461,108,84,1,Urban,Y
441,LP002872,Not define,Yes,0,Graduate,No,3087,2210,136,360,0,Semiurban,N
442,LP002874,Male,No,0,Graduate,No,3229,2739,110,360,1,Urban,Y
443,LP002877,Male,Yes,1,Graduate,No,1782,2232,107,360,1,Rural,Y
444,LP002888,Male,No,0,Graduate,,3182,2917,161,360,1,Urban,Y
445,LP002892,Male,Yes,2,Graduate,No,6540,0,205,360,1,Semiurban,Y
446,LP002893,Male,No,0,Graduate,No,1836,33837,90,360,1,Urban,N
447,LP002894,Female,Yes,0,Graduate,No,3166,0,36,360,1,Semiurban,Y
448,LP002911,Male,Yes,1,Graduate,No,2787,1917,146,360,0,Rural,N
449,LP002912,Male,Yes,1,Graduate,No,4283,3000,172,84,1,Rural,N
450,LP002916,Male,Yes,0,Graduate,No,2297,1522,104,360,1,Urban,Y
451,LP002917,Female,No,0,Not Graduate,No,2165,0,70,360,1,Semiurban,Y
452,LP002925,Not define,No,0,Graduate,No,4750,0,94,360,1,Semiurban,Y
453,LP002926,Male,Yes,2,Graduate,Yes,2726,0,106,360,0,Semiurban,N
454,LP002928,Male,Yes,0,Graduate,No,3000,3416,56,180,1,Semiurban,Y
455,LP002931,Male,Yes,2,Graduate,Yes,6000,0,205,240,1,Semiurban,N
456,LP002936,Male,Yes,0,Graduate,No,3859,3300,142,180,1,Rural,Y
457,LP002938,Male,Yes,0,Graduate,Yes,16120,0,260,360,1,Urban,Y
458,LP002940,Male,No,0,Not Graduate,No,3833,0,110,360,1,Rural,Y
459,LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000,187,360,1,Rural,N
460,LP002945,Male,Yes,0,Graduate,Yes,9963,0,180,360,1,Rural,Y
461,LP002948,Male,Yes,2,Graduate,No,5780,0,192,360,1,Urban,Y
462,LP002950,Male,Yes,0,Not Graduate,,2894,2792,155,360,1,Rural,Y
463,LP002958,Male,No,0,Graduate,No,3676,4301,172,360,1,Rural,Y
464,LP002959,Female,Yes,1,Graduate,No,12000,0,496,360,1,Semiurban,Y
465,LP002961,Male,Yes,1,Graduate,No,3400,2500,173,360,1,Semiurban,Y
466,LP002964,Male,Yes,2,Not Graduate,No,3987,1411,157,360,1,Rural,Y
467,LP002974,Male,Yes,0,Graduate,No,3232,1950,108,360,1,Rural,Y
468,LP002978,Female,No,0,Graduate,No,2900,0,71,360,1,Rural,Y
469,LP002983,Male,Yes,1,Graduate,No,8072,240,253,360,1,Urban,Y
470,LP002984,Male,Yes,2,Graduate,No,7583,0,187,360,1,Urban,Y
471,LP002990,Female,No,0,Graduate,Yes,4583,0,133,360,0,Semiurban,N
